Crop,Soil_pH,Organic_Matter_Percent,N_Content_mgkg,P_Content_mgkg,K_Content_mgkg,Rainfall_mm,Temperature_C,Yield_Tons_per_ha,Fertilizer_Recommendation
Corn,7.22,3.2,114.3,64.2,167.7,726.2,21.3,6.07,No fertilizer needed
Soybeans,6.01,4.71,65.7,34.8,172.7,548.9,19.7,3.08,No fertilizer needed
Rice,5.59,4.12,113.7,32.0,156.4,889.6,23.3,4.89,No fertilizer needed
Soybeans,6.99,3.84,113.0,48.6,278.1,657.7,22.9,3.08,No fertilizer needed
Soybeans,6.79,4.7,65.1,50.0,183.4,656.3,21.8,3.1,No fertilizer needed
Soybeans,6.5,3.54,67.5,52.5,159.8,560.7,20.8,3.23,No fertilizer needed
Soybeans,6.57,3.55,59.0,42.4,185.9,468.0,18.7,3.23,No fertilizer needed
Corn,7.03,3.3,111.9,33.5,181.2,813.6,21.4,6.59,No fertilizer needed
Rice,6.49,3.92,117.6,44.4,188.4,932.8,26.7,4.97,No fertilizer needed
Wheat,7.28,3.41,111.2,28.5,189.3,575.7,19.7,4.54,No fertilizer needed
Rice,6.3,4.63,111.2,25.3,145.5,981.5,27.1,5.11,No fertilizer needed
Soybeans,6.71,4.97,64.0,55.6,168.0,548.6,22.3,3.04,No fertilizer needed
Wheat,6.7,3.11,124.3,18.5,221.3,572.4,20.9,4.27,Need P fertilizer
Corn,6.35,4.0,78.5,56.2,240.2,794.3,24.5,5.78,Need N fertilizer
Corn,6.34,1.88,121.8,73.6,127.4,734.0,18.8,6.37,No fertilizer needed
Soybeans,7.27,4.81,52.6,59.6,200.0,627.0,23.7,3.18,No fertilizer needed
Rice,5.33,3.63,107.5,34.3,178.5,860.0,26.7,4.96,No fertilizer needed
Soybeans,7.03,4.55,50.0,30.9,206.1,544.0,19.9,3.11,Need P fertilizer
Wheat,6.93,3.31,76.8,45.2,225.2,670.1,19.7,4.34,No fertilizer needed
Wheat,6.96,2.64,145.4,52.1,179.0,637.6,18.3,4.19,No fertilizer needed
Soybeans,6.8,4.66,130.5,37.9,159.4,535.3,22.5,2.92,No fertilizer needed
Wheat,7.06,3.43,113.2,37.0,177.6,646.5,19.2,4.53,No fertilizer needed
Soybeans,6.71,4.49,75.8,39.1,252.3,630.8,19.2,3.11,No fertilizer needed
Corn,6.15,2.72,138.8,31.5,193.2,626.9,26.5,6.24,No fertilizer needed
Rice,6.87,3.63,139.6,45.1,191.7,1029.1,27.8,4.69,No fertilizer needed
Rice,5.6,2.94,113.2,23.4,192.5,854.8,30.1,5.13,No fertilizer needed
Soybeans,5.84,3.24,50.4,51.4,232.9,541.0,23.2,3.27,No fertilizer needed
Corn,5.9,2.66,116.7,34.5,156.8,715.6,25.0,6.43,No fertilizer needed
Soybeans,6.56,4.8,74.3,42.6,161.9,553.0,25.0,3.16,No fertilizer needed
Wheat,6.15,3.18,120.0,53.1,119.4,492.2,19.0,4.25,Need K fertilizer
Rice,6.09,4.5,116.1,41.6,190.7,982.3,25.7,5.0,No fertilizer needed
Soybeans,6.52,4.23,56.2,39.8,210.1,474.2,21.7,3.31,No fertilizer needed
Soybeans,7.07,4.09,81.2,38.9,164.6,543.9,22.4,3.24,No fertilizer needed
Rice,5.6,2.99,96.4,25.2,180.9,926.4,25.1,5.22,No fertilizer needed
Wheat,6.75,2.75,109.0,43.0,177.5,644.0,21.3,4.49,No fertilizer needed
Rice,6.13,4.39,149.3,24.7,187.4,825.7,23.8,4.88,No fertilizer needed
Soybeans,7.78,4.78,68.6,49.7,189.1,667.6,23.3,3.1,No fertilizer needed
Rice,6.13,4.02,133.7,23.1,236.4,1005.4,24.5,4.74,No fertilizer needed
Corn,6.19,2.31,114.1,35.8,201.5,676.7,23.2,6.65,No fertilizer needed
Corn,5.76,2.75,108.8,48.0,158.8,639.9,20.5,6.22,No fertilizer needed
Corn,6.6,2.74,123.0,18.9,139.3,688.1,20.9,6.02,Need P fertilizer
Soybeans,6.51,3.83,50.0,44.4,123.6,676.5,19.9,3.29,Need K fertilizer
Soybeans,5.96,4.01,72.7,64.3,227.6,719.3,21.1,2.97,No fertilizer needed
Corn,6.97,1.67,69.0,30.5,193.1,829.8,22.1,6.14,Need N fertilizer
Wheat,6.69,2.66,109.6,41.1,200.1,635.0,23.8,4.36,No fertilizer needed
Corn,6.16,1.92,88.1,23.7,188.4,629.4,22.7,6.02,Need N-P complex fertilizer
Rice,5.19,2.36,84.1,38.7,166.1,884.2,27.1,4.64,No fertilizer needed
Rice,5.68,3.56,127.2,28.3,149.6,973.6,30.6,4.86,No fertilizer needed
Soybeans,6.15,5.21,52.8,54.6,200.6,584.6,21.1,3.12,No fertilizer needed
Wheat,7.21,3.15,96.6,29.6,170.8,572.7,20.8,4.3,No fertilizer needed
Wheat,6.38,4.02,72.8,43.1,156.6,590.1,19.8,4.37,No fertilizer needed
Wheat,5.75,3.01,93.3,35.8,126.6,771.0,18.4,4.37,Need K fertilizer
Soybeans,6.18,4.63,79.0,44.4,169.3,623.0,21.2,3.06,No fertilizer needed
Wheat,5.87,4.19,97.0,31.4,170.8,634.2,18.3,4.27,No fertilizer needed
Wheat,7.07,3.59,87.3,42.7,193.1,562.2,14.4,4.59,No fertilizer needed
Rice,6.85,3.48,132.6,21.3,251.2,836.5,23.5,4.79,No fertilizer needed
Rice,6.09,4.42,75.5,14.3,160.6,837.9,24.9,4.55,Need N-P complex fertilizer
Rice,7.36,4.35,113.8,26.8,218.3,832.0,27.4,5.12,No fertilizer needed
Soybeans,6.02,4.51,86.4,33.0,185.7,505.6,22.2,3.02,No fertilizer needed
Rice,6.45,4.99,115.0,45.3,198.2,1047.7,23.6,4.71,No fertilizer needed
Rice,6.55,3.35,103.2,15.9,131.0,777.0,25.5,4.83,Need P fertilizer
Rice,5.84,3.53,103.2,30.3,154.4,1082.7,23.6,4.84,No fertilizer needed
Wheat,6.54,4.14,72.3,29.0,225.2,561.1,19.4,4.38,No fertilizer needed
Rice,6.12,2.79,106.1,42.6,145.5,795.3,27.6,5.12,No fertilizer needed
Rice,5.44,3.39,107.0,36.4,164.5,898.2,22.5,5.12,No fertilizer needed
Corn,7.37,3.36,133.5,42.5,151.9,711.9,24.1,6.13,No fertilizer needed
Rice,7.03,4.28,86.5,31.7,149.1,804.6,24.0,4.91,No fertilizer needed
Corn,6.63,1.79,125.6,40.5,162.2,696.3,23.8,6.31,No fertilizer needed
Corn,7.24,2.26,113.4,52.8,153.3,801.2,18.5,6.37,No fertilizer needed
Soybeans,6.06,4.71,83.6,37.9,209.7,699.1,20.2,3.06,No fertilizer needed
Soybeans,6.45,4.03,71.5,50.7,165.4,504.2,23.5,3.29,No fertilizer needed
Corn,5.75,3.64,117.6,17.1,184.3,556.7,24.4,6.32,Need P fertilizer
Corn,6.47,1.69,134.8,45.6,203.3,666.6,19.6,6.63,No fertilizer needed
Soybeans,6.15,4.92,81.4,44.0,158.8,659.5,20.4,3.19,No fertilizer needed
Wheat,6.86,4.03,72.3,48.6,159.1,536.2,15.2,4.34,No fertilizer needed
Corn,6.05,3.13,123.7,53.6,172.5,611.4,21.9,6.17,No fertilizer needed
Soybeans,6.56,4.31,62.7,39.4,230.1,541.5,18.1,3.34,No fertilizer needed
Rice,5.49,3.82,89.5,11.8,192.1,864.1,25.1,4.61,Need P fertilizer
Wheat,6.27,3.57,105.2,27.6,238.3,670.5,20.1,4.71,No fertilizer needed
Wheat,5.95,3.67,77.3,22.4,204.0,725.7,19.5,4.25,Need P fertilizer
Corn,7.07,3.23,162.3,38.6,158.9,638.6,20.0,6.15,No fertilizer needed
Corn,5.99,3.79,122.8,43.6,192.7,684.7,22.0,6.27,No fertilizer needed
Corn,6.73,2.98,118.4,45.2,211.4,750.2,20.8,6.46,No fertilizer needed
Soybeans,6.61,4.18,95.2,36.5,206.9,624.4,19.9,3.09,No fertilizer needed
Wheat,6.74,3.36,87.6,28.6,213.8,687.2,17.1,4.48,No fertilizer needed
Wheat,6.01,3.99,108.2,40.3,240.2,707.4,19.0,4.62,No fertilizer needed
Corn,6.87,3.09,112.1,57.9,151.7,769.4,23.5,6.15,No fertilizer needed
Rice,5.87,4.85,103.7,43.2,154.0,894.6,26.0,4.82,No fertilizer needed
Corn,6.43,2.98,151.8,35.7,220.7,569.6,24.5,6.4,No fertilizer needed
Soybeans,6.07,5.37,58.7,42.2,183.8,472.6,21.2,3.28,No fertilizer needed
Soybeans,6.45,4.6,97.3,30.3,263.5,606.9,25.3,2.91,Need P fertilizer
Wheat,6.81,4.19,83.9,23.9,185.8,597.9,14.4,4.36,No fertilizer needed
Rice,5.94,3.88,127.0,55.3,198.2,956.6,25.0,4.89,No fertilizer needed
Soybeans,6.7,3.8,89.7,31.4,115.2,602.6,25.1,3.15,Need K-P complex fertilizer
Corn,5.69,3.53,115.9,30.9,205.8,679.6,21.8,6.56,No fertilizer needed
Rice,5.32,3.14,121.7,29.5,207.2,889.7,22.9,5.16,No fertilizer needed
Rice,5.9,3.73,105.8,17.2,128.2,840.2,24.2,5.04,Need P fertilizer
Rice,5.74,2.6,82.9,39.9,230.7,1006.5,21.5,4.93,No fertilizer needed
Soybeans,6.19,3.46,84.5,54.2,232.4,621.2,21.3,3.04,No fertilizer needed
Soybeans,6.86,4.94,94.0,47.5,277.9,708.1,24.0,3.0,No fertilizer needed
Rice,6.32,3.52,79.0,22.0,146.2,1036.3,22.6,4.94,Need N fertilizer
Wheat,6.1,2.56,70.1,34.5,130.4,737.0,19.8,4.37,Need K-N complex fertilizer
Soybeans,5.85,5.24,67.3,58.5,226.8,563.2,17.7,3.16,No fertilizer needed
Soybeans,6.69,3.55,54.7,34.0,222.6,624.1,19.1,3.26,No fertilizer needed
Soybeans,6.61,4.54,43.3,46.3,141.2,677.1,23.2,3.1,Need N fertilizer
Soybeans,6.6,4.15,86.8,51.9,213.8,402.0,24.6,3.31,No fertilizer needed
Corn,5.96,1.99,74.4,35.6,187.7,696.6,24.4,6.27,Need N fertilizer
Soybeans,6.43,2.56,55.2,46.7,221.7,590.3,22.0,2.95,No fertilizer needed
Corn,5.67,2.91,110.0,55.4,201.2,807.6,22.4,6.56,No fertilizer needed
Wheat,6.42,3.17,124.6,33.4,233.5,654.6,18.4,4.37,No fertilizer needed
Rice,5.48,3.52,133.6,21.3,202.1,1010.6,20.4,4.96,No fertilizer needed
Corn,7.01,4.12,126.3,35.1,122.6,678.3,21.9,6.22,No fertilizer needed
Rice,6.18,4.05,98.9,34.0,156.2,906.2,24.1,4.77,No fertilizer needed
Wheat,6.01,3.41,87.2,59.4,178.6,525.7,20.6,4.16,No fertilizer needed
Corn,7.16,3.06,154.5,44.7,136.6,641.1,22.0,6.24,No fertilizer needed
Corn,5.9,2.1,155.5,42.5,161.7,775.8,21.5,6.13,No fertilizer needed
Soybeans,7.13,4.91,73.6,34.1,195.7,572.6,23.0,3.2,No fertilizer needed
Corn,7.54,2.11,154.7,32.0,167.0,697.1,17.9,6.35,No fertilizer needed
Soybeans,6.66,4.98,40.3,54.0,143.1,529.8,24.4,3.19,Need N fertilizer
Soybeans,6.01,4.42,55.6,45.2,191.9,654.9,21.4,3.24,No fertilizer needed
Rice,6.41,3.76,118.0,35.5,178.6,889.2,27.0,4.85,No fertilizer needed
Corn,6.6,2.35,126.5,34.2,258.3,704.0,23.9,6.12,No fertilizer needed
Corn,6.09,2.3,143.8,36.2,158.4,717.7,23.1,6.79,No fertilizer needed
Rice,6.32,3.54,111.8,27.6,188.6,782.0,24.8,5.22,No fertilizer needed
Wheat,6.71,2.99,94.1,53.6,189.3,567.0,17.7,4.53,No fertilizer needed
Soybeans,6.08,5.25,60.6,47.0,168.2,543.2,23.9,3.01,No fertilizer needed
Wheat,6.91,2.95,79.2,38.7,219.5,499.4,20.9,4.43,No fertilizer needed
Corn,6.67,2.65,104.9,40.4,152.1,701.6,22.9,6.32,No fertilizer needed
Soybeans,6.37,4.18,76.2,58.0,235.0,667.8,24.0,3.24,No fertilizer needed
Wheat,6.31,3.52,115.7,35.5,156.7,540.9,15.9,4.38,No fertilizer needed
Soybeans,7.44,3.44,55.7,44.4,254.0,577.6,24.4,3.27,No fertilizer needed
Soybeans,6.52,3.9,104.3,53.1,165.9,621.0,23.3,3.11,No fertilizer needed
Rice,5.77,3.81,103.6,34.0,247.2,906.8,24.3,4.91,No fertilizer needed
Rice,6.27,4.23,121.5,7.8,133.3,850.6,24.7,4.94,Need P fertilizer
Wheat,6.32,2.37,111.0,35.3,237.3,538.6,18.7,4.57,No fertilizer needed
Rice,5.68,3.9,106.6,30.3,227.8,780.9,22.9,4.86,No fertilizer needed
Soybeans,6.91,3.53,96.2,45.7,189.0,434.8,20.0,3.3,No fertilizer needed
Rice,5.74,5.0,113.5,38.5,205.9,799.6,26.2,5.12,No fertilizer needed
Rice,4.98,4.53,110.2,26.4,189.5,836.6,26.4,5.1,No fertilizer needed
Rice,6.07,3.94,102.8,32.5,206.6,902.5,26.2,4.99,No fertilizer needed
Corn,6.1,2.54,146.9,24.5,174.2,848.0,20.7,6.35,Need P fertilizer
Rice,6.6,4.68,104.1,37.3,130.2,880.8,22.1,4.85,No fertilizer needed
Soybeans,6.52,4.54,64.7,46.2,236.7,552.3,22.3,3.15,No fertilizer needed
Wheat,6.53,3.01,98.0,62.1,165.0,593.9,15.5,4.43,No fertilizer needed
Rice,6.11,3.82,90.3,20.9,152.5,991.9,23.3,4.88,No fertilizer needed
Corn,7.27,2.75,131.9,18.8,185.9,687.9,23.1,6.04,Need P fertilizer
Wheat,6.63,3.22,114.0,34.7,166.5,686.0,18.7,4.49,No fertilizer needed
Corn,6.43,2.75,107.6,51.3,129.8,742.7,24.8,6.73,No fertilizer needed
Wheat,5.65,2.87,80.0,26.2,244.7,665.2,20.0,4.3,No fertilizer needed
Corn,6.89,3.45,142.7,44.6,141.7,596.4,20.2,6.37,No fertilizer needed
Corn,6.7,3.35,114.5,38.2,219.3,756.6,24.0,6.67,No fertilizer needed
Soybeans,5.74,4.94,77.7,32.9,235.1,505.3,21.6,3.23,No fertilizer needed
Wheat,6.2,3.23,105.5,32.9,253.9,545.7,17.6,4.52,No fertilizer needed
Soybeans,7.4,3.21,66.9,53.9,114.3,522.9,21.5,2.93,Need K fertilizer
Wheat,6.48,3.96,113.8,34.7,116.4,682.7,16.0,4.39,Need K fertilizer
Rice,6.44,4.12,133.6,41.4,140.6,910.6,23.4,5.04,No fertilizer needed
Corn,6.3,2.75,146.3,27.8,195.9,621.1,22.0,6.22,No fertilizer needed
Corn,6.79,1.74,117.9,48.2,179.7,667.9,23.9,6.32,No fertilizer needed
Wheat,6.84,2.65,100.8,33.8,200.7,577.1,17.2,4.35,No fertilizer needed
Soybeans,6.4,4.08,79.8,33.6,192.6,725.6,24.8,3.13,No fertilizer needed
Corn,6.14,2.97,129.9,46.8,224.7,635.5,22.6,6.43,No fertilizer needed
Rice,6.76,3.49,100.9,36.6,150.8,865.1,24.0,4.93,No fertilizer needed
Wheat,6.55,4.68,72.7,35.1,159.4,658.5,21.4,4.21,No fertilizer needed
Wheat,7.31,3.09,109.1,40.7,236.7,784.6,19.8,4.4,No fertilizer needed
Corn,7.03,1.79,147.5,45.1,226.0,790.7,23.2,6.28,No fertilizer needed
Rice,4.97,3.19,104.3,35.9,121.7,871.8,19.9,4.67,No fertilizer needed
Wheat,6.87,2.76,109.0,34.2,231.3,529.0,16.3,4.55,No fertilizer needed
Corn,6.31,2.61,102.0,45.8,167.6,806.0,24.0,6.23,No fertilizer needed
Wheat,6.53,4.36,83.5,45.4,108.6,566.7,19.3,4.16,Need K fertilizer
Rice,6.58,3.96,140.7,33.8,171.4,961.6,25.0,5.05,No fertilizer needed
Rice,5.78,3.09,84.1,17.2,147.8,837.7,28.2,5.03,Need P fertilizer
Wheat,5.12,2.67,153.6,35.3,210.7,428.2,18.6,4.27,No fertilizer needed
Wheat,6.96,4.28,110.6,34.5,260.1,737.7,21.3,4.31,No fertilizer needed
Rice,5.55,3.6,124.5,24.7,141.0,912.6,26.6,5.2,No fertilizer needed
Wheat,6.29,3.79,91.6,38.6,238.5,676.7,18.5,4.63,No fertilizer needed
Rice,6.49,3.94,68.2,42.8,143.5,1004.7,24.4,4.54,Need N fertilizer
Wheat,6.42,2.45,122.3,43.7,189.2,712.6,18.9,4.39,No fertilizer needed
Corn,6.38,2.5,120.1,68.4,199.7,643.7,24.8,6.21,No fertilizer needed
Rice,6.82,3.71,74.3,34.5,239.9,860.5,27.1,4.85,Need N fertilizer
Wheat,5.57,3.22,65.6,50.3,192.3,644.5,16.3,4.17,Need N fertilizer
Soybeans,6.34,3.73,71.0,56.4,225.0,495.2,21.9,3.14,No fertilizer needed
Soybeans,7.08,4.48,88.2,39.9,208.0,604.2,22.3,3.04,No fertilizer needed
Wheat,6.48,3.26,112.7,56.7,184.5,673.7,18.7,4.4,No fertilizer needed
Wheat,6.48,2.39,84.6,41.4,243.0,652.1,18.0,4.69,No fertilizer needed
Corn,5.87,3.37,161.7,33.9,212.9,710.9,21.4,6.12,No fertilizer needed
Rice,5.94,3.42,123.9,33.5,152.7,727.9,23.6,5.09,No fertilizer needed
